method,group,gene,score,log10_two_sided_p
tie_correct,9,FAM178B,43.86156323749646,-419.49620737789024
tie_correct,9,MRPS9,42.66349249116642,-396.97402807351995
tie_correct,9,FHL2,75.49686823990602,-1239.666939388368
tie_correct,9,BUB1,69.34509803132221,-1046.1443585625034
tie_correct,9,CKAP2L,83.11732478667128,-1502.177287424358
tie_correct,9,STEAP3,79.28062033631038,-1366.8582039090375
tie_correct,9,GYPC,51.27197466576386,-572.6481130996807
tie_correct,9,MCM6,49.15698591521233,-526.5064294720321
tie_correct,9,ARL6IP6,43.339824196548726,-409.6116050321472
tie_correct,9,GALNT5,37.93341239645414,-314.1400539947098
tie_correct,9,PKP4,51.828402713857756,-585.1100876273002
tie_correct,9,PSMD14,38.36177488933237,-321.24172948979617
tie_correct,9,SPC25,66.30513885364321,-956.5796339033251
tie_correct,9,CYBRD1,59.61295340681755,-773.5505879031948
tie_correct,9,HAT1,44.180300185753076,-425.5929768874174
tie_correct,9,MAP3K20,39.12305188289497,-334.05920681655954
tie_correct,9,LNPK,40.265170245086,-353.7605901923921
tie_correct,9,UBE2E3,38.378159658016294,-321.5149482657872
tie_correct,9,C2orf88,56.79545631556212,-702.3095439189549
tie_correct,9,SGO2,63.58293956157804,-879.7822462898862
tie_correct,9,TRAK2,47.38763984190605,-489.3972456997162
tie_correct,9,STRADB,48.74261842132729,-517.6938713333114
tie_correct,9,FZD5,47.45038485426517,-490.68997905165946
tie_correct,9,BARD1,39.40521888115728,-338.873891134552
tie_correct,9,TNS1,59.093095186568405,-760.1465614852192
tie_correct,9,TMBIM1,43.83976647133698,-419.0808918948214
tie_correct,9,ABCB6,65.43633730547027,-931.719843484847
tie_correct,9,PSMD1,39.88283651577473,-347.10234675701815
tie_correct,9,HJURP,78.59062269600352,-1343.2003893636381
tie_correct,9,ERFE,57.1675119768766,-711.5195441278
tie_correct,9,HES6,70.97402596275681,-1095.7877266336232
tie_correct,9,DTYMK,50.93541159243485,-565.1755567343956
tie_correct,9,FANCD2,48.81877149628301,-519.3078658620038
tie_correct,9,KAT2B,45.884560584904,-458.9401919176218
tie_correct,9,SGO1,79.9695052828063,-1390.684101260906
tie_correct,9,SLC25A38,38.02476691012423,-315.6479085112094
tie_correct,9,ZNF620,38.279422471203674,-319.8702535357597
tie_correct,9,SEC22C,50.94371143301798,-565.3592429099624
tie_correct,9,HIGD1A,44.20796366448157,-426.12420100873044
tie_correct,9,POMGNT2,41.99959660833026,-384.761925974539
tie_correct,9,ABHD5,40.1423184093322,-351.61423921758404
tie_correct,9,KIF15,79.2668415968074,-1366.3837520207471
tie_correct,9,ZDHHC3,48.43198688361113,-511.1363997050748
tie_correct,9,CDC25A,57.10858206418064,-710.0567661126394
tie_correct,9,KLHDC8B,55.36490022927453,-667.4568321146221
tie_correct,9,MST1,40.263825348255764,-353.7370579650279
tie_correct,9,RNF123,60.0071907615976,-783.7938368979203
tie_correct,9,POC1A,58.921338690424186,-755.7437787333873
tie_correct,9,CPOX,82.02435229988251,-1462.9774819049144
tie_correct,9,CIP2A,67.83068719845838,-1001.0244977288392
tie_correct,9,NAA50,40.35706625418806,-355.3703929196514
tie_correct,9,POLQ,59.35860323100461,-766.9777617227815
tie_correct,9,MCM2,62.51246719632004,-850.4639835213208
tie_correct,9,RAB6B,87.41924519225049,-1661.5059587810676
tie_correct,9,PCCB,48.81196296248735,-519.1634627574505
tie_correct,9,NMNAT3,57.94497894026835,-730.9592510598862
tie_correct,9,TFDP2,39.147256396124114,-334.4708593714023
tie_correct,9,PLS1,43.432301261756585,-411.3550129083044
tie_correct,9,PAQR9,59.175021383339576,-762.2511582492218
tie_correct,9,PAQR9-AS1,40.90805854068265,-365.0993591678306
tie_correct,9,CHST2,45.85418507077498,-458.33479957990966
tie_correct,9,PLSCR4,50.69326637705467,-559.8297344612373
tie_correct,9,HLTF,51.27673496118311,-572.7541564534264
tie_correct,9,GMPS,42.473212237150456,-393.45433969965273
tie_correct,9,LXN,69.20857926185712,-1042.0361244738037
tie_correct,9,SMC4,64.37772744237434,-901.8718577907476
tie_correct,9,TRIM59,52.17150745169638,-592.8613860860864
tie_correct,9,NCEH1,54.99617181025727,-658.6175020370003
tie_correct,9,ECT2,72.1836811164091,-1133.3987677053485
tie_correct,9,ABCC5,39.976774450757915,-348.7323725566475
tie_correct,9,AP2M1,41.61333031200894,-377.7447448216193
tie_correct,9,PSMD2,41.844335614149664,-381.9335633967231
tie_correct,9,IGF2BP2,43.82305518537468,-418.7626147941685
tie_correct,9,RFC4,53.636312124079005,-626.528573680934
tie_correct,9,TFRC,61.16214675672937,-814.1908373450711
tie_correct,9,SLBP,40.80400732797701,-363.2520165778474
tie_correct,9,TACC3,48.37454365751613,-509.92835511562686
tie_correct,9,NSD2,65.24904304185023,-926.4035682793951
tie_correct,9,NCAPG,85.22955854776497,-1579.4031297530241
tie_correct,9,NMU,43.18944122660368,-406.7844625448114
tie_correct,9,ARL9,43.61405007350539,-414.79221790134477
tie_correct,9,MOB1B,45.31649486059114,-447.68478053959814
tie_correct,9,DCK,44.036035927322466,-422.82804128672524
tie_correct,9,BMP2K,55.236296864875364,-664.3671886249219
tie_correct,9,ABCG2,45.0239127206652,-441.9423365617133
tie_correct,9,FAM13A,44.801064675346744,-437.5934778472975
tie_correct,9,SNCA,48.7919772790545,-518.7396999563781
tie_correct,9,TSPAN5,43.72949903139178,-416.9830171352703
tie_correct,9,CISD2,40.45543776373807,-357.09769307765697
tie_correct,9,SLC9B2,41.5009449795968,-375.71523721369056
tie_correct,9,CENPE,82.12122814068792,-1466.4310135893072
tie_correct,9,ZGRF1,38.37655535092912,-321.4881910294427
tie_correct,9,MAD2L1,65.18817351570746,-924.6790897049646
tie_correct,9,CCNA2,84.64619075079402,-1557.8808471416232
tie_correct,9,PLK4,61.22755242840857,-815.9295607013565
tie_correct,9,PGRMC2,44.00953440483657,-422.3211014083801
tie_correct,9,GAB1,49.66883221476942,-537.4950200396828
tie_correct,9,GYPE,81.869991094237,-1457.4830715710095
tie_correct,9,GYPB,70.57646318374982,-1083.5652823752907
tie_correct,9,GYPA,78.25148578690327,-1331.6482442590934
tie_correct,9,FHDC1,73.29313246556633,-1168.4528340897887
tie_correct,9,MND1,60.34788190482037,-792.7001796162165
tie_correct,9,FNIP2,38.69250930911132,-326.77934241170783
tie_correct,9,CLCN3,37.866447386184156,-313.03706169226086
tie_correct,9,HMGB2,54.187569391961354,-639.4399607415182
tie_correct,9,NEIL3,41.40542642028063,-373.9946275530933
tie_correct,9,CENPU,76.16036914995533,-1261.5211174104477
tie_correct,9,TRIP13,56.50561295616066,-695.1763028988152
tie_correct,9,ANKH,43.69433602318988,-416.3151390596406
tie_correct,9,TARS,44.122470379527215,-424.48353926865764
tie_correct,9,DEPDC1B,73.96164745626905,-1189.833190666233
tie_correct,9,CENPK,45.22661620210855,-445.9167980741862
tie_correct,9,CCNB1,70.2174564896583,-1072.5871527921138
tie_correct,9,CENPH,54.123687246328245,-637.936973275026
tie_correct,9,FCHO2,48.20373401614968,-506.3446505589803
tie_correct,9,DHFR,67.3962500388036,-988.2648277954052
tie_correct,9,CETN3,39.78266764585543,-345.36842024476795
tie_correct,9,RFESD,76.41545645743018,-1269.97397369313
tie_correct,9,RHOBTB3,47.20608140244308,-485.66623071481723
tie_correct,9,ELL2,44.036494490472776,-422.83681569039805
tie_correct,9,C5orf30,61.20396497854952,-815.3023053809522
tie_correct,9,MARCH3,44.057547080840656,-423.2397460116751
tie_correct,9,SLC22A4,64.65974121395338,-909.7758178255183
tie_correct,9,PCBD2,45.58337102964083,-452.9551048554333
tie_correct,9,KIF20A,51.77965706685373,-584.0129897503624
tie_correct,9,CDC25C,46.9272063901725,-479.96323597061826
tie_correct,9,CTNNA1,45.71755026450247,-455.61658319204304
tie_correct,9,PRELID2,55.9862157593443,-682.4848288794373
tie_correct,9,SLC36A1,39.68841255610234,-343.7408382822071
tie_correct,9,FAXDC2,50.70766227818087,-560.146840045508
tie_correct,9,PTTG1,75.46363743281013,-1238.5774205544842
tie_correct,9,HMMR,89.27622949160762,-1732.765594767414
tie_correct,9,SPDL1,49.55038298965703,-534.9419742095835
tie_correct,9,TSPAN17,66.62102891814422,-965.6997218618452
tie_correct,9,MXD3,67.58311653555096,-993.7431609627251
tie_correct,9,AC106795.2,52.17618352210306,-592.9673791869262
tie_correct,9,RMND5B,39.941802224668955,-348.1250814845298
tie_correct,9,HNRNPAB,41.58189685678772,-377.17655235295
tie_correct,9,MGAT4B,43.08664117938554,-404.85750958163305
tie_correct,9,TUBB2A,41.700875581574934,-379.32947733480955
tie_correct,9,SLC22A23,44.79789220370891,-437.531722987639
tie_correct,9,CDYL,42.67993829098028,-397.27897031945344
tie_correct,9,AL031123.4,50.495341380854086,-555.4790651246412
tie_correct,9,AL031123.5,43.37259389570125,-410.2289654736708
tie_correct,9,TMEM14C,49.901755724768286,-542.5332009323016
tie_correct,9,TMEM14B,43.22649779040609,-407.4802003918479
tie_correct,9,TBC1D7,44.995053909066975,-441.37794450364595
tie_correct,9,MCUR1,45.97578143460833,-460.7606559857562
tie_correct,9,GMPR,40.235273864712184,-353.23766584906656
tie_correct,9,DEK,43.31859611567704,-409.2119301688872
tie_correct,9,GMNN,63.75546867114784,-884.5540567069393
tie_correct,9,HIST1H4A,43.161542009610464,-406.26104740436597
tie_correct,9,HIST1H3B,79.37892323462982,-1370.2455207503206
tie_correct,9,HIST1H2AB,50.277299356028884,-550.7058824267933
tie_correct,9,HIST1H2BB,59.46872832922003,-769.8201271504857
tie_correct,9,HIST1H3C,75.23231546837813,-1231.0064904063613
tie_correct,9,HIST1H4D,55.9037719744603,-680.4810854469923
tie_correct,9,HIST1H2BF,50.779133118451995,-561.7224954541817
tie_correct,9,HIST1H4E,37.77732215587065,-311.5720833227951
tie_correct,9,HIST1H2AE,42.3272167831805,-390.7644595125219
tie_correct,9,HIST1H4F,46.149066662607844,-464.2287997296849
tie_correct,9,HIST1H3F,76.38688969169574,-1269.0259487117705
tie_correct,9,HIST1H2BH,65.60454990558303,-936.5074755900347
tie_correct,9,HIST1H3G,72.4838065458994,-1142.828752984676
tie_correct,9,HIST1H2BI,38.68334282294151,-326.6252247815766
tie_correct,9,HIST1H4H,47.47245385713138,-491.14507223336994
tie_correct,9,HIST1H2BJ,44.69937543310142,-435.61618454648567
tie_correct,9,HIST1H2AG,53.77732287329248,-629.8187288833254
tie_correct,9,HIST1H4I,42.890790320476384,-401.1990441959375
tie_correct,9,HIST1H2BK,46.75877004665612,-476.5350655298997
tie_correct,9,HIST1H2AH,71.43375298494976,-1110.0068780306465
tie_correct,9,HIST1H2BL,61.331121133255095,-818.6865970311442
tie_correct,9,HIST1H2AI,54.95227013931448,-657.5690030148146
tie_correct,9,HIST1H3H,56.14496337086813,-686.3513995980877
tie_correct,9,HIST1H2AJ,79.08989542875682,-1360.2981819320719
tie_correct,9,HIST1H2BM,58.94488145481233,-756.3465132783235
tie_correct,9,HIST1H4J,41.57308047952676,-377.017264155936
tie_correct,9,HIST1H2AL,67.36535089743728,-987.3604237590623
tie_correct,9,HIST1H1B,72.97206605888934,-1158.253510950816
tie_correct,9,HIST1H3I,48.336025592610476,-509.1191134153938
tie_correct,9,HIST1H3J,50.004581784893,-544.764842382951
tie_correct,9,HIST1H2AM,50.513598076037105,-555.879660922754
tie_correct,9,HIST1H2BO,53.023090541464796,-612.3208839442428
tie_correct,9,HLA-A,-38.27438797175443,-319.78650574798417
tie_correct,9,TRIM10,76.06287591248488,-1258.2979362150852
tie_correct,9,HLA-E,-38.329252755928415,-320.699762591769
tie_correct,9,TUBB,59.61692528374669,-773.6534504601648
tie_correct,9,TCF19,54.42936375905753,-645.1448228886974
tie_correct,9,HLA-B,-38.41958424127732,-322.2062298221884
tie_correct,9,APOM,43.59040994247754,-414.3443282481529
tie_correct,9,TNXB,61.60297480601433,-825.9455961529611
tie_correct,9,FKBPL,51.054096648410145,-567.8050538493991
tie_correct,9,PPT2,55.44037053538098,-669.2733188074634
tie_correct,9,EGFL8,53.57610895104225,-625.1265033462051
tie_correct,9,RNF5,46.557061376894175,-472.4459114204084
tie_correct,9,KIFC1,81.29027961061291,-1436.940922932674
tie_correct,9,SRPK1,38.33408697762773,-320.78029370235635
tie_correct,9,C6orf89,42.7821601505886,-399.1770269562098
tie_correct,9,CCDC167,40.794421617992036,-363.0820666786267
tie_correct,9,TSPO2,69.39116595726395,-1047.5324982709392
tie_correct,9,VEGFA,40.1921020712212,-352.48322282158387
tie_correct,9,SLC29A1,72.56938158639065,-1145.524699252765
tie_correct,9,CENPQ,46.12400608286517,-463.72642914363286
tie_correct,9,RHAG,89.09686860368063,-1725.8174957599604
tie_correct,9,MCM3,40.01677560969213,-349.4276416361494
tie_correct,9,GCLC,53.49748461513372,-623.297792351991
tie_correct,9,KIAA1586,48.31410226017888,-508.65880481677596
tie_correct,9,TTK,61.787714715797435,-830.8968074157056
tie_correct,9,MMS22L,43.794795477573025,-418.22466645529937
tie_correct,9,CEP57L1,55.35148634201207,-667.1342335192643
tie_correct,9,SLC22A16,90.43716658495816,-1778.0759248871877
tie_correct,9,HDAC2,38.98058417724201,-331.6413737734178
tie_correct,9,ASF1A,39.84039902195286,-346.367220638261
tie_correct,9,CENPW,81.7090822646288,-1451.7666159983255
tie_correct,9,AKAP7,46.683292678324136,-475.0028769834275
tie_correct,9,MTFR2,39.8638667109094,-346.7736445272529
tie_correct,9,PCMT1,39.67814339816127,-343.5637450226543
tie_correct,9,LRP11,39.0765827478086,-333.26960663061794
tie_correct,9,FBXO5,65.08767053397787,-921.8352870560283
tie_correct,9,AC147651.1,40.28017193948403,-354.02313438731306
tie_correct,9,MICALL2,42.87925734027794,-400.98412889556005
tie_correct,9,PSMG3,39.26045413425747,-336.39941846173707
tie_correct,9,NUDT1,49.76016198923917,-539.467693894079
tie_correct,9,SNX8,48.667499846655716,-516.1042685642658
tie_correct,9,EIF2AK1,47.20097135546768,-485.5614265985211
tie_correct,9,RPA3,49.922741259432804,-542.9882787211033
tie_correct,9,TSPAN13,45.74265858612711,-456.115481019552
tie_correct,9,JAZF1,45.064234254770824,-442.73151062009384
tie_correct,9,MTURN,47.76520959309768,-497.2021029494074
tie_correct,9,GARS,45.96893510555063,-460.6239007034575
tie_correct,9,AQP1,102.13674348673509,-2267.3687068720624
tie_correct,9,ANLN,72.06502471772033,-1129.6813543799815
tie_correct,9,EPDR1,41.799268457626276,-381.11454216915854
tie_correct,9,BLVRA,47.34510800034737,-488.52193548791024
tie_correct,9,GRB10,41.25627417593218,-371.315815103775
tie_correct,9,ZNF273,47.88227345811057,-499.6345332312635
tie_correct,9,AC073349.1,63.85181386911101,-887.2243961239805
tie_correct,9,AC073210.3,69.89075497663528,-1062.645524977455
tie_correct,9,CD36,64.8064998466143,-913.9026621882321
tie_correct,9,DBF4,42.24296034717584,-389.2162947007688
tie_correct,9,SRI,38.90288710884556,-330.32648152552076
tie_correct,9,ARPC1A,42.27299935633219,-389.76789120935206
tie_correct,9,MCM7,54.77367827529897,-653.3123377835393
tie_correct,9,TFR2,73.70502488849708,-1181.6029737663503
tie_correct,9,POP7,41.716080201464806,-379.6050483361215
tie_correct,9,ACHE,81.80511586491534,-1455.1769580812038
tie_correct,9,NAPEPLD,42.131126449967,-387.1661687677449
tie_correct,9,PSMC2,41.23055342638112,-370.854839992777
tie_correct,9,PRKAR2B,79.60641152302946,-1378.1003929746455
tie_correct,9,BCAP29,53.039746754356855,-612.7046336960642
tie_correct,9,ST7,43.88581123425321,-419.95847091539497
tie_correct,9,STRIP2,44.26229023660718,-427.16840549962444
tie_correct,9,CHCHD3,40.88671780783016,-364.7200891779418
tie_correct,9,KEL,89.97378473904634,-1759.920367614005
tie_correct,9,EZH2,62.92232255257059,-861.6303859953538
tie_correct,9,KCNH2,77.43966133138346,-1304.1976341297716
tie_correct,9,RHEB,43.953792144807785,-421.2558189964038
tie_correct,9,XRCC2,38.824847716669844,-329.0084334023767
tie_correct,9,NCAPG2,68.75770308374074,-1028.5254887737283
tie_correct,9,MFHAS1,57.17813612519823,-711.7834207055448
tie_correct,9,ERI1,43.08220565945545,-404.7744704539094
tie_correct,9,DLC1,40.400367257689965,-356.13019546575964
tie_correct,9,DMTN,61.06169239208034,-811.524007801952
tie_correct,9,SLC25A37,52.35728001211839,-597.079619824554
tie_correct,9,CDCA2,71.28053663649358,-1105.257769069724
tie_correct,9,ESCO2,85.87148185282831,-1603.2564823484947
tie_correct,9,PBK,85.23398043353322,-1579.5668314186473
tie_correct,9,WRN,51.09484875679329,-568.7093373604907
tie_correct,9,ASH2L,46.37683442397278,-468.80718749964814
tie_correct,9,ANK1,75.28958273411506,-1232.878625092102
tie_correct,9,VDAC3,42.133800163370644,-387.21511962763503
tie_correct,9,MCM4,62.74324134054775,-856.7423931633931
tie_correct,9,CA8,40.944218078096526,-365.74244189851
tie_correct,9,GGH,59.44205246948043,-769.1311310840368
tie_correct,9,ARMC1,39.25533863794812,-336.31214535246636
tie_correct,9,LRRCC1,70.20577576109775,-1072.2309057507155
tie_correct,9,CA1,58.998506176163936,-757.7202950620317
tie_correct,9,CA3,73.0104303622236,-1159.469875896425
tie_correct,9,CA2,76.49912355697965,-1272.7526130747283
tie_correct,9,C8orf88,77.22701265228591,-1297.0545405425912
tie_correct,9,CCNE2,57.691236013936866,-724.585839776492
tie_correct,9,DSCC1,52.68025297517019,-604.4488531778974
tie_correct,9,ATAD2,63.4258945310665,-875.449930886029
tie_correct,9,ASAP1,40.81339250230381,-363.41844971784116
tie_correct,9,AGO2,46.99825889213123,-481.41305480665136
tie_correct,9,NAPRT,44.657851693425556,-434.81006815889486
tie_correct,9,TSTA3,51.83558333385191,-585.2717860071251
tie_correct,9,GPAA1,41.60875078725886,-377.66193844915676
tie_correct,9,CYC1,42.504780691283216,-394.0371863874174
tie_correct,9,HSF1,49.642774188312245,-536.9328446891329
tie_correct,9,RECQL4,46.07329954971741,-462.71078729027465
tie_correct,9,RCL1,50.334442300185486,-551.9548093787035
tie_correct,9,CNTLN,39.208954271486625,-335.52132157893317
tie_correct,9,TUSC1,37.72333094996639,-310.68629027289995
tie_correct,9,DCTN3,38.3913699171134,-321.73531639806515
tie_correct,9,ARHGEF39,54.1913271146163,-639.5284257520004
tie_correct,9,HINT2,46.70649273680743,-475.47357430267107
tie_correct,9,MELK,57.22294173835619,-712.8968162786773
tie_correct,9,PIP5K1B,55.74879995190597,-676.7225765147284
tie_correct,9,C9orf40,64.723993464764,-911.581436574985
tie_correct,9,CTSL,77.83457320725515,-1317.5152329770365
tie_correct,9,CKS2,50.17772813288172,-548.5330220923186
tie_correct,9,CENPP,55.413739831053036,-668.632064907848
tie_correct,9,ZNF367,54.04032571262878,-635.978348875522
tie_correct,9,TMOD1,62.139062080583216,-840.3541519454657
tie_correct,9,HEMGN,67.18432705397657,-982.0702655012808
tie_correct,9,ANP32B,45.159614484125306,-444.60110403318447
tie_correct,9,SMC2,71.06199764141984,-1098.5015511804188
tie_correct,9,NIPSNAP3A,43.37915952787637,-410.3527138893693
tie_correct,9,CTNNAL1,59.59245309363642,-773.0197854399928
tie_correct,9,HSDL2,40.66191891547319,-360.736945067117
tie_correct,9,ALAD,72.99087015061745,-1158.8496269353766
tie_correct,9,CDK5RAP2,40.357724042030625,-355.38192903316104
tie_correct,9,STOM,51.736228360927704,-583.0364269608513
tie_correct,9,AL359644.1,38.39690609581116,-321.8276911849756
tie_correct,9,AK1,76.16495985919951,-1261.6729905826328
tie_correct,9,ST6GALNAC4,60.65984836513094,-800.8998027432566
tie_correct,9,DPM2,41.4619433252289,-375.01220822156233
tie_correct,9,WDR34,77.40545568636901,-1303.0473052155971
tie_correct,9,SH3GLB2,48.3626864439805,-509.6791734752089
tie_correct,9,MIGA2,39.97748134517722,-348.74465321854734
tie_correct,9,CRAT,37.82766406094751,-312.399144775165
tie_correct,9,NCS1,75.52119733896414,-1240.464907216946
tie_correct,9,GFI1B,91.40636811306449,-1816.351241345532
tie_correct,9,RXRA,38.66132151726727,-326.2551260066894
tie_correct,9,UBAC1,65.45720478138011,-932.3131017405831
tie_correct,9,TUBB4B,39.40401095239948,-338.8532063039092
tie_correct,9,NET1,43.48033614008934,-412.26204699817737
tie_correct,9,IL15RA,39.723622829162196,-344.34839254034256
tie_correct,9,MCM10,65.30440438807734,-927.9733930029206
tie_correct,9,FRMD4A,42.99211787034606,-403.08974932585943
tie_correct,9,TIMM23,39.06593524457787,-333.0888169969282
tie_correct,9,ZWINT,82.258868341515,-1471.3447642007427
tie_correct,9,CDK1,91.9882793796099,-1839.5278225175791
tie_correct,9,DNA2,45.93604113520385,-459.96712804584547
tie_correct,9,DNAJC9,62.415082889077404,-847.8214971552255
tie_correct,9,MINPP1,78.44931473903449,-1338.3808951980368
tie_correct,9,KIF20B,56.440686686919975,-693.583423701655
tie_correct,9,KIF11,85.18009908031397,-1577.5726802344745
tie_correct,9,HELLS,44.33725970554164,-428.61148841341844
tie_correct,9,ARHGAP19,40.736652151786885,-362.0586870312313
tie_correct,9,DCLRE1A,38.43836124910764,-322.51982043856725
tie_correct,9,PRDX3,39.66114325100815,-343.2706753870723
tie_correct,9,OAT,55.238408515740545,-664.4178621950814
tie_correct,9,UROS,58.31670910808842,-740.3466910410317
tie_correct,9,MKI67,93.1422140162168,-1885.9220722088032
tie_correct,9,CHID1,41.446133651241986,-374.7274171092869
tie_correct,9,RRM1,62.537600045482165,-851.146622353147
tie_correct,9,HBB,38.58709543327941,-325.00920335476013
tie_correct,9,HBD,48.653941610837194,-515.8176203436059
tie_correct,9,AKIP1,37.80995521701792,-312.10808278489617
tie_correct,9,WEE1,50.15767377846315,-548.0959132585577
tie_correct,9,SOX6,77.76471278244017,-1315.1544021946097
tie_correct,9,E2F8,73.34675471476528,-1170.160615214851
tie_correct,9,SVIP,37.92324176390399,-313.97240639652614
tie_correct,9,CCDC34,72.43426526797225,-1141.2694635142302
tie_correct,9,LGR4,38.25293401436564,-319.42974721636
tie_correct,9,KIF18A,59.606688909827604,-773.3883656344159
tie_correct,9,IMMP1L,38.94303103416976,-331.00552282520204
tie_correct,9,CD59,52.96283330852172,-610.9335973104307
tie_correct,9,LMO2,52.267530035637385,-595.0398465551585
tie_correct,9,CAT,50.9628181862736,-565.7822136652185
tie_correct,9,CKAP5,47.12253165931145,-483.95409613171563
tie_correct,9,PSMC3,38.53924273261923,-324.20723906669497
tie_correct,9,MTCH2,37.88919259543821,-313.41148372735256
tie_correct,9,PRG2,44.718924585111104,-435.99595890866783
tie_correct,9,SLC43A3,46.46450544928786,-470.57547593932514
tie_correct,9,SLC43A1,68.13389775991509,-1009.9785239466215
tie_correct,9,YPEL4,52.1653730921662,-592.7223521493883
tie_correct,9,FEN1,67.62601794779843,-995.0030343693155
tie_correct,9,RAB3IL1,71.87248005626162,-1123.662087831195
tie_correct,9,FTH1,37.94231825852075,-314.28689061772855
tie_correct,9,INCENP,46.556631493521515,-472.437215438122
tie_correct,9,BAD,41.16575973624052,-369.69486050481
tie_correct,9,SAC3D1,47.848533624081,-498.9328544737774
tie_correct,9,CDCA5,58.346501945415405,-741.1016574870015
tie_correct,9,CTTN,57.36357559458182,-716.3971538194138
tie_correct,9,PPME1,55.428013857127866,-668.9757379529739
tie_correct,9,ENDOD1,42.0080089055511,-384.9154701464979
tie_correct,9,ACAT1,38.91474992801929,-330.5270703185116
tie_correct,9,RDX,59.22321314556342,-763.4905145666315
tie_correct,9,PPP2R1B,43.3679108011583,-410.1407103826315
tie_correct,9,SLC37A4,68.97843237131028,-1035.1286772196988
tie_correct,9,HMBS,67.55997678261322,-993.0639542752449
tie_correct,9,NECTIN1,51.69249563085796,-582.0538551250172
tie_correct,9,SPA17,44.60172247526368,-433.72159960822665
tie_correct,9,CCDC15,49.28670259604451,-529.2804973920755
tie_correct,9,CHEK1,54.59810834749737,-649.1411969450319
tie_correct,9,NCAPD3,57.41003986394279,-717.5555237217553
tie_correct,9,FOXM1,64.01170873877143,-891.6649965929716
tie_correct,9,RHNO1,38.216181743184556,-318.8190567514686
tie_correct,9,RAD51AP1,67.65479007660737,-995.8484248854284
tie_correct,9,NCAPD2,44.017181843377216,-422.46735573183213
tie_correct,9,PTMS,70.33167586386942,-1076.0738172672225
tie_correct,9,CDCA3,72.90480409460758,-1156.12246951481
tie_correct,9,LPCAT3,55.75743029575775,-676.9316125464813
tie_correct,9,SLC2A14,49.04656636515475,-524.1507975461578
tie_correct,9,HEBP1,67.54420977912987,-992.6012884670499
tie_correct,9,ART4,58.83569229930969,-753.553116519498
tie_correct,9,CMAS,51.317523919629544,-573.6632003950645
tie_correct,9,CAPRIN2,44.142645975982866,-424.87043371083774
tie_correct,9,SLC48A1,64.46251711934764,-904.2446156708648
tie_correct,9,TMEM106C,51.87731742436973,-586.2120274790254
tie_correct,9,PFKM,42.58781725997527,-395.5723514564288
tie_correct,9,TUBA1B,51.89077659263917,-586.5154148923928
tie_correct,9,TUBA1C,49.57024947301678,-535.3697498125924
tie_correct,9,TROAP,81.562668917689,-1446.5748970180407
tie_correct,9,RACGAP1,67.85537046416947,-1001.7519197830904
tie_correct,9,SLC11A2,58.17366348238052,-736.7272054373119
tie_correct,9,NFE2,55.444446104038455,-669.3714836069008
tie_correct,9,CDK2,47.6512478376341,-494.8398449199393
tie_correct,9,TIMELESS,41.266892481092704,-371.5062033436261
tie_correct,9,PRIM1,49.19921216968061,-527.4086609950393
tie_correct,9,HMGA2,46.41910890205368,-469.6594297578423
tie_correct,9,YEATS4,47.55124096484867,-492.7714954426525
tie_correct,9,E2F7,46.48133955567217,-470.9153947652736
tie_correct,9,NUDT4,42.664236655529486,-396.98782402446545
tie_correct,9,METAP2,44.279237232018254,-427.4944038072735
tie_correct,9,TMPO-AS1,37.920502251523395,-313.9272573251571
tie_correct,9,TMPO,38.9042480112844,-330.34948996741906
tie_correct,9,GAS2L3,54.973014787361926,-658.064340997957
tie_correct,9,CHPT1,45.955003429256784,-460.34567858413305
tie_correct,9,NUP37,48.33848022310256,-509.1706645321006
tie_correct,9,PARPBP,67.29266332905375,-985.2345258125908
tie_correct,9,HELLPAR,38.92617079893785,-330.7202438999829
tie_correct,9,TESC,57.658830102361385,-723.7738942981304
tie_correct,9,RFC5,50.2651735730189,-550.4410413472897
tie_correct,9,PRKAB1,46.681593806183606,-474.96841838239914
tie_correct,9,CIT,69.65277315160488,-1055.4328398684254
tie_correct,9,ACADS,39.98308408201133,-348.84199553435593
tie_correct,9,PSMD9,44.9294984541882,-440.097219179759
tie_correct,9,KNTC1,38.128503478352286,-317.3645269972667
tie_correct,9,KMT5A,66.23888017139674,-954.6721711225983
tie_correct,9,STX2,39.911937522769364,-347.6069025387001
tie_correct,9,RAN,38.66129675614825,-326.2547099799862
tie_correct,9,PXMP2,43.794703631947385,-418.2229186583613
tie_correct,9,SKA3,58.225060412166734,-738.0266801566294
tie_correct,9,SLC7A1,62.97501307484372,-863.0712164824503
tie_correct,9,KATNAL1,51.15774414505014,-570.1063921457088
tie_correct,9,HMGB1,39.45228229909716,-339.6803081807568
tie_correct,9,BRCA2,61.37097344911498,-819.7487208832258
tie_correct,9,RFC3,59.68207134855625,-775.3415624998883
tie_correct,9,WBP4,38.06954127612691,-316.38825569760644
tie_correct,9,RGCC,41.352225892666866,-373.03802465165404
tie_correct,9,DLEU2,46.281780077769156,-466.89375036825805
tie_correct,9,CKAP2,63.56025258600993,-879.1557313576976
tie_correct,9,DIAPH3,80.02240131555845,-1392.5220917899057
tie_correct,9,MZT1,55.41652123081724,-668.6990252086371
tie_correct,9,RAP2A,39.02326348573253,-332.36476419113166
tie_correct,9,TEX30,46.30622991197947,-467.38554908672813
